gene	P(rec)	rank	class		
NCF1B	0.115353732	8189	NA		
NCF1C	0.116399674	8060	NA		
NCF2	0.324002715	1831	recessive		
NCK1	0.61145531	596.5	NA		
NCK2	0.259025735	2503	NA		
NCKAP1	0.186193481	3952.5	NA		
NCKAP1L	0.104693196	10344	NA		
NCKIPSD	0.109066486	9411	NA		
NCL	0.73546502	350	NA		
NCLN	0.114325474	8324	NA		
NCOA1	0.384797668	1434	NA		
NCOA2	0.317227398	1890	NA		
NCOA3	0.12630139	6985	NA		
NCOA4	0.292335376	2087	NA		
NCOA5	0.122602062	7338	NA		
NCOA6	0.355159837	1620	NA		
NCOA7	0.093339317	12125.5	NA		
NCOR1	0.624516282	563	NA		
NCOR2	0.498517187	920	NA		
NCR1	0.273041464	2324	NA		
NCR2	0.161001937	4815	NA		
NCRNA00153	0.066636435	13886	NA		
NCSTN	0.355584793	1615	NA		
NDC80	0.447210488	1120	NA		
NDE1	0.169226861	4504	NA		
NDEL1	0.178883607	4160	NA		
NDFIP1	0.123788961	7209	NA		
NDFIP2	0.106259681	10030	NA		
NDN	0.20471911	3461	NA		
NDNL2	0.112835113	8516	NA		
NDOR1	0.132995041	6445	NA		
NDP	0.479455411	992	NA		
NDRG1	0.380960175	1454	recessive		
NDRG2	0.103226562	10617	NA		
NDRG3	0.07693746	13537	NA		
NDRG4	0.12093812	7526	NA		
NDST1	0.185093619	3990	NA		
NDST2	0.137982108	6081	NA		
NDST3	0.119794971	7644	NA		
NDST4	0.104084362	10465.5	NA		
NDUFA1	1.02E-34	14141	NA		
NDUFA10	0.109979907	9219	NA		
NDUFA11	0.085755501	12944	NA		
NDUFA12	0.111873358	8811	NA		
NDUFA13	0.146287392	5567	NA		
NDUFA2	0.180958174	4098	NA		
NDUFA4	0.230213311	2947	NA		
NDUFA4L2	0.143391253	5722	NA		
NDUFA6	0.336273588	1765	NA		
NDUFA7	0.132506776	6482	NA		
NDUFA8	0.226137939	3029	NA		
NDUFA9	0.169820194	4489	NA		
NDUFAB1	0.439436361	1146	NA		
NDUFAF2	0.052426967	14050	NA		
NDUFB1	0.047307245	14077	NA		
NDUFB10	0.099025447	11316	NA		
NDUFB11	0.335104058	1773	NA		
NDUFB2	0.098006028	11463	NA		
NDUFB4	0.129410854	6741	NA		
NDUFB5	0.14954036	5348	NA		
NDUFB6	0.261284415	2466	NA		
NDUFB7	0.154179965	5137	NA		
NDUFB8	0.127300376	6907	NA		
NDUFB9	0.146513122	5553	NA		
NDUFC1	0.117001993	7980	NA		
NDUFC2	0.070261623	13795	NA		
NDUFS1	0.370161132	1521	recessive		
NDUFS2	0.418905818	1240	recessive		
NDUFS3	0.366622505	1536	NA		
NDUFS4	0.108002918	9650	recessive		
NDUFS5	0.106347911	10014	NA		
NDUFS6	0.107858022	9679	NA		
NDUFS8	0.255672983	2548	recessive		
NDUFV1	0.259680175	2496	NA		
NDUFV2	0.215898011	3221	lof-tolerant		
NDUFV3	0.089856656	12541	lof-tolerant		
NEB	0.378676384	1466	recessive		
NEBL	0.10631648	10023	NA		
NECAB2	0.112970586	8501	NA		
NECAB3	0.089860527	12538	NA		
NECAP2	0.097533984	11528	NA		
NEDD1	0.121572555	7450	NA		
NEDD4	0.210643432	3328	NA		
NEDD4L	0.255881153	2544	NA		
NEDD8	0.170502808	4452	NA		
NEDD9	0.237400486	2814	NA		
NEFH	0.212160587	3292	NA		
NEFL	0.657767873	488	NA		
NEFM	0.351054059	1649	NA		
NEGR1	0.135966943	6182	NA		
NEIL1	0.184433197	4006	NA		
NEIL2	0.077462323	13510	NA		
NEIL3	0.075889732	13585	NA		
NEK1	0.092981201	12184	NA		
NEK10	0.082423768	13225	NA		
NEK11	0.090372174	12491	NA		
NEK2	0.205253591	3441	NA		
NEK3	0.088779129	12655	NA		
NEK4	0.073885424	13664	NA		
NEK6	0.113844645	8382	NA		
NEK7	0.112158261	8767	NA		
NEK8	0.106881147	9900.5	NA		
NEK9	0.316942089	1892	NA		
NELF	0.238021578	2802	NA		
NELL1	0.148130786	5447	NA		
NELL2	0.134346535	6337	NA		
NENF	0.118829846	7734	NA		
NEO1	0.18028947	4118	NA		
NES	0.650531693	501	NA		
NET1	0.084437828	13060	NA		
NETO1	0.392790161	1371	NA		
NETO2	0.11389315	8373	NA		
NEU2	0.354901655	1623	NA		
NEU3	0.303625903	1995	NA		
NEU4	0.221637304	3099	NA		
NEURL	0.111325886	8931	NA		
NEURL2	0.108420288	9558	NA		
NEUROD1	0.73737527	348	NA		
NEUROD2	0.141406458	5867	NA		
NEUROD4	0.148680436	5423	NA		
NEUROD6	0.186193481	3952.5	NA		
NEUROG1	0.386108429	1426	NA		
NEUROG2	0.249925714	2610	NA		
NEUROG3	0.200051675	3585	NA		
NEXN	0.102593727	10728	NA		
NF1	0.908456721	114	NA		
NF2	0.357072025	1606	NA		
NFAM1	0.081091	13323	NA		
NFASC	0.197338827	3648	NA		
NFAT5	0.301524119	2015	NA		
NFATC1	0.659161085	485	NA		
NFATC2	0.428510637	1189	NA		
NFATC2IP	0.098517324	11381	NA		
NFATC3	0.163258859	4704	NA		
NFATC4	0.172867705	4371	NA		
NFE2	0.359803639	1580	NA		
NFE2L1	0.160198856	4842	NA		
NFE2L2	0.101261782	10947	NA		
NFE2L3	0.095207011	11869	NA		
NFIA	0.360765131	1572	NA		
NFIB	0.419014863	1239	NA		
NFIC	0.617126513	585	NA		
NFIL3	0.232722698	2898	NA		
NFIX	0.093756883	12079	NA		
NFKB1	0.946487932	73	NA		
NFKB2	0.475819284	1012	NA		
NFKBIA	0.926126603	97	NA		
NFKBIB	0.639663132	527	NA		
NFKBID	0.09456007	11962	NA		
NFKBIE	0.163754629	4693	NA		
NFKBIL2	0.256894609	2528	NA		
NFKBIZ	0.097076692	11595	NA		
NFRKB	0.129790502	6663	NA		
NFS1	0.380121204	1460	NA		
NFU1	0.144031514	5694	NA		
NFXL1	0.079855702	13392	NA		
NFYA	0.194446828	3720	NA		
NFYB	0.239842845	2766.5	NA		
NFYC	0.118524211	7763	NA		
NGB	0.383604447	1442	NA		
NGDN	0.158133666	4927	NA		
NGEF	0.123551328	7254	NA		
NGF	0.956213113	57	recessive		
NGFR	0.744312349	336	NA		
NGLY1	0.55689878	745	NA		
NHEDC1	0.083985855	13091	NA		
NHEDC2	0.106419122	10005	NA		
NHEJ1	0.07898855	13435	NA		
NHLH1	0.203122187	3494	NA		
NHLH2	0.135884977	6209	NA		
NHLRC1	0.183210787	4041	NA		
NHLRC2	0.099450462	11255	NA		
NHLRC3	0.096816875	11636	NA		
NHP2	0.155881126	5035.5	NA		
NHS	0.147723419	5475	NA		
NHSL1	0.088135597	12719	NA		
NICN1	0.101452578	10920	NA		
NID1	0.350930743	1651	NA		
NID2	0.206676005	3407	NA		
NIF3L1	0.10937826	9350	NA		
NIN	0.174583919	4309	NA		
NINJ1	0.176302491	4251	NA		
NINJ2	0.100834444	11012	NA		
NIP7	0.113577262	8411	NA		
NIPA1	0.152452843	5226	NA		
NIPA2	0.122139878	7397	NA		
NIPBL	0.104872801	10300	NA		
NIPSNAP3A	0.097726756	11505	NA		
NIPSNAP3B	0.105046093	10262	NA		
NISCH	0.154020982	5150	NA		
NIT1	0.135274957	6270	NA		
NIT2	0.19269176	3775	NA		
NKAIN1	0.104622426	10360	NA		
NKAP	0.102311825	10781	NA		
NKAPL	0.072610462	13713	NA		
NKD1	0.169736968	4493	NA		
NKD2	0.102092552	10814	NA		
NKG7	0.093500257	12107	NA		
NKIRAS1	0.112108831	8777	NA		
NKIRAS2	0.118095035	7840.5	NA		
NKRF	0.209712955	3347	NA		
NKTR	0.154182453	5135	NA		
NKX2-1	0.522820612	847	NA		
NKX2-2	0.249744491	2619.5	NA		
NKX2-3	0.201833639	3544	NA		
NKX2-4	0.138589541	6044	NA		
NKX2-5	0.478910662	996	NA		
NKX2-6	0.105915666	10092	recessive		
NKX2-8	0.107512643	9756	NA		
NKX3-1	0.15429671	5125	NA		
NKX3-2	0.140639266	5914	NA		
NKX6-1	0.256879798	2529	NA		
NKX6-2	0.168156592	4548	NA		
NLE1	0.203070318	3497	NA		
NLGN1	0.134533521	6324	NA		
NLGN2	0.112629347	8624	NA		
NLGN3	0.211778404	3305	NA		
NLGN4X	0.226781119	3021	NA		
NLK	0.163060049	4723	NA		
NLN	0.143641231	5713	NA		
NLRC3	0.112012529	8793	NA		
NLRC4	0.320561605	1865	NA		
NLRC5	0.08967776	12567	NA		
NLRP10	0.102994897	10660	NA		
NLRP11	0.065615702	13914	NA		
NLRP13	0.080306622	13368	NA		
NLRP14	0.139110383	6014	NA		
NLRP2	0.12808877	6834	NA		
NLRP3	0.105124121	10245	NA		
NLRP4	0.096984928	11612	NA		
NLRP7	0.121394197	7476	recessive		
NLRP8	0.082915343	13188	NA		
NLRP9	0.082322749	13227	NA		
NLRX1	0.13433659	6340	NA		
NMBR	0.104396018	10408	NA		
NMD3	0.107979679	9655	NA		
NME1	0.460771304	1057.5	NA		
NME2	0.460771304	1057.5	NA		
NME3	0.184925723	3992	NA		
NME4	0.148838583	5414	NA		
NME6	0.092922037	12198	NA		
NME7	0.132290157	6503	NA		
NMI	0.100825437	11014	NA		
NMNAT2	0.133628183	6405	NA		
NMNAT3	0.132722859	6463	NA		
NMRAL1	0.111067947	8993	NA		
NMS	0.128808184	6788	NA		
NMT1	0.10471354	10339	NA		
NMT2	0.09225066	12264	NA		
NMUR2	0.103788354	10516	NA		
NNMT	0.202324544	3536	NA		
NNT	0.091817462	12316	NA		
NOC2L	0.138949017	6020	NA		
NOC3L	0.098073824	11450	NA		
NOC4L	0.112982273	8496	NA		
NOD1	0.260532334	2474	NA		
NOD2	0.693335005	422	NA		
NODAL	0.426093522	1196	NA		
NOG	0.728908538	363	NA		
NOL10	0.097522651	11530	NA		
NOL11	0.07984819	13393	NA		
NOL12	0.208185957	3374	NA		
NOL4	0.110985342	9012	NA		
NOL6	0.110674087	9068	NA		
NOL7	0.106397529	10008	NA		
NOL8	0.082808469	13198	NA		
NOL9	0.088789252	12653	NA		
NOLC1	0.137128165	6132	NA		
NOMO1	0.100501703	11055	NA		
NOMO2	0.105938866	10088	NA		
NOMO3	0.101886551	10849	NA		
NONO	0.546268379	771.5	NA		
NOP14	0.10550709	10167	NA		
NOP2	0.109691839	9284	NA		
NOP56	0.377458159	1474	NA		
NOS1	0.611986353	593	NA		
NOS1AP	0.413369372	1274.5	NA		
NOS2	0.949614763	67	NA		
NOS3	0.808306275	234	NA		
NOSIP	0.111180857	8962	NA		
NOSTRIN	0.078907472	13441	NA		
NOTCH1	0.916083846	104	NA		
NOTCH2	0.438169841	1151	NA		
NOTCH3	0.196849161	3656	NA		
NOTUM	0.124357267	7136	NA		
NOV	0.179747562	4132	NA		
NOVA1	0.117736049	7904.5	NA		
NOX1	0.282241375	2201	NA		
NOX3	0.288343824	2130	NA		
NOX4	0.329985151	1797	NA		
NOX5	0.766070597	296	lof-tolerant		
NOXA1	0.147422245	5493	NA		
NOXO1	0.139309228	6001	NA		
NP	0.351754921	1645	recessive		
NPAL3	0.101592337	10901	NA		
NPAS1	0.132201991	6506	NA		
NPAS2	0.22837675	2996	NA		
NPAS3	0.146203412	5577	NA		
NPAS4	0.11506015	8225	NA		
NPAT	0.257954585	2514	NA		
NPB	0.164581116	4666	NA		
NPBWR1	0.138270069	6063	NA		
NPBWR2	0.146752073	5531	NA		
NPC1	0.229770802	2963	recessive		
NPC1L1	0.186804758	3923	NA		
NPC2	0.220858067	3124	recessive		
NPDC1	0.1912247	3818	NA		
NPEPL1	0.132167692	6509	lof-tolerant		
NPEPPS	0.20026344	3578	NA		
NPFFR1	0.104839594	10307	NA		
NPFFR2	0.077660094	13502	NA		
NPHP1	0.177613709	4207	recessive		
NPHP3	0.196420979	3664	recessive		
NPHP4	0.168089982	4553	recessive		
NPHS1	0.535075931	804	recessive		
NPHS2	0.266593121	2408	recessive		
NPL	0.583685313	667	NA		
NPM1	0.57854671	684	NA		
NPM2	0.090007106	12528	NA		
NPM3	0.106086017	10059	NA		
NPNT	0.100081454	11131	NA		
NPPA	0.580801144	680	NA		
NPPC	0.240570757	2751	NA		
NPR1	0.318194105	1883	NA		
NPR2	0.266457806	2411	recessive		
NPR3	0.177964127	4199	NA		
NPS	0.014305733	14139	NA		
NPSR1	0.192970954	3770	NA		
NPTN	0.148962011	5392	NA		
NPTX1	0.184679632	3999	NA		
NPTX2	0.287787645	2142	NA		
NPTXR	0.109124031	9398	NA		
NPVF	0.089381034	12597	NA		
NPW	0.100127687	11124	NA		
NPY	0.641384159	524	NA		
NPY1R	0.199263994	3604	NA		
NPY2R	0.15796502	4934	NA		
NPY5R	0.137339753	6120	NA		
NQO1	0.754872801	314	NA		
NQO2	0.22856957	2992	NA		
NR0B1	0.610276137	600	recessive		
NR0B2	0.661226708	482	NA		
NR1D1	0.20061147	3569	NA		
NR1D2	0.158355914	4915	NA		
NR1H2	0.754305503	315	NA		
NR1H3	0.54243604	784	NA		
NR1H4	0.654623626	494	NA		
NR1I2	0.650285909	502	NA		
NR1I3	0.347861655	1676	NA		
NR2C1	0.144426443	5678	NA		
NR2C2	0.184104167	4018	NA		
NR2C2AP	0.09457915	11961	NA		
NR2E1	0.119063571	7708	NA		
NR2E3	0.523238593	845	recessive		
NR2F1	0.112629347	8624	NA		
NR2F2	0.291995484	2093	NA		
NR2F6	0.160754665	4823	NA		
NR3C1	0.929992114	92	NA		
NR3C2	0.502364627	905	NA		
NR4A1	0.624038538	566	NA		
NR4A2	0.60715859	609	NA		
NR4A3	0.184116961	4017	NA		
NR5A1	0.680171526	442	NA		
NR5A2	0.404881362	1313	NA		
NR6A1	0.195712231	3680	NA		
NRAP	0.098284179	11414	NA		
NRARP	0.140610925	5917	NA		
NRAS	0.123788961	7209	NA		
NRBF2	0.10163954	10891	NA		
NRBP1	0.123788961	7209	NA		
NRCAM	0.250706011	2607	NA		
NRD1	0.103303062	10600	NA		
NRG1	0.608234661	607	NA		
NRG2	0.148135602	5446	NA		
NRG3	0.102809072	10696	NA		
NRG4	0.081286707	13309	NA		
NRGN	0.194446828	3720	NA		
NRIP1	0.198915655	3616	NA		
NRIP2	0.086832684	12842	NA		
NRK	0.312029443	1944	NA		
NRL	0.421945425	1221	NA		
NRN1	0.154955178	5101	NA		
NRP1	0.319309869	1872	NA		
NRP2	0.151097683	5289	NA		
NRSN1	0.102739213	10710	NA		
NRSN2	0.09641782	11685	NA		
NRTN	0.210207372	3335	NA		
NRXN2	0.101892605	10846	NA		
NRXN3	0.119259341	7691.5	NA		
NSBP1	0.087546076	12770	NA		
NSD1	0.241506352	2742	NA		
NSDHL	0.189381783	3864	NA		
NSF	0.299570535	2032	NA		
NSFL1C	0.131853753	6529	NA		
NSL1	0.114281085	8329	NA		
NSMAF	0.124041605	7156	NA		
NSMCE1	0.104134854	10455	NA		
NSMCE2	0.090491789	12471	NA		
NSMCE4A	0.107583168	9739.5	NA		
NSUN2	0.188121385	3895	NA		
NSUN3	0.096034217	11739	NA		
NSUN4	0.093767945	12074.5	NA		
NSUN5	0.105936428	10089	NA		
NSUN6	0.099063206	11308	NA		
NT5C1A	0.24339841	2715	NA		
NT5C1B	0.155538417	5078.5	NA		
NT5C2	0.281046212	2220	NA		
NT5C3	0.295868001	2063	recessive		
NT5C3L	0.155629841	5073	NA		
NT5DC1	0.098862775	11341	NA		
NT5DC2	0.099492299	11252	NA		
NT5DC3	0.111775198	8831	NA		
NT5DC4	0.096659475	11659	NA		
NT5E	0.46348815	1049	NA		
NTAN1	0.114958542	8238	NA		
NTF3	0.529922601	828	NA		
NTF4	0.241952369	2730	NA		
NTHL1	0.215720281	3227	NA		
NTN1	0.254542075	2567	NA		
NTN3	0.103518841	10565	NA		
NTN4	0.121973721	7414.5	NA		
NTNG1	0.103962331	10482	NA		
NTNG2	0.120933749	7528	NA		
NTRK1	0.688528758	430	NA		
NTRK2	0.477572943	1002	NA		
NTRK3	0.526854458	836	NA		
NTS	0.361041681	1569	NA		
NTSR1	0.310628927	1950	NA		
NTSR2	0.110514269	9104	NA		
NUAK1	0.142534342	5767	NA		
NUAK2	0.120091751	7615	NA		
NUB1	0.117731869	7906	NA		
NUBP1	0.082469394	13221	NA		
NUBP2	0.13089881	6598	NA		
NUBPL	0.091048737	12405	NA		
NUCB1	0.231558837	2924	NA		
NUCB2	0.098070616	11451	NA		
NUCKS1	0.13281679	6457	NA		
NUDC	0.091343538	12375	NA		
NUDCD1	0.083638738	13117	NA		
NUDCD2	0.118095035	7840.5	NA		
NUDCD3	0.105591568	10155	NA		
NUDT1	0.180119526	4121	NA		
NUDT10	0.111508891	8888	NA		
NUDT11	0.118095035	7840.5	NA		
NUDT12	0.129909871	6657	NA		
NUDT13	0.10081551	11016	lof-tolerant		
NUDT14	0.117468776	7937	NA		
NUDT18	0.111081887	8989	NA		
NUDT2	0.108846112	9462	NA		
NUDT21	0.135884977	6209	NA		
NUDT3	0.163060049	4723	NA		
NUDT4	0.104888683	10294	NA		
NUDT5	0.142444355	5770	NA		
NUDT6	0.255523207	2552	NA		
NUDT7	0.094987952	11905	NA		
NUDT8	0.108288097	9584	lof-tolerant		
NUDT9	0.127684116	6875	NA		
NUF2	0.123788961	7209	NA		
NUFIP2	0.117092924	7974	NA		
NUMA1	0.25361969	2574	NA		
NUMB	0.263613721	2442	NA		
NUMBL	0.187206097	3913	NA		
NUP107	0.154920368	5102	NA		
NUP133	0.248250225	2646	NA		
NUP153	0.105515763	10165	NA		
NUP155	0.116829547	8011	NA		
NUP160	0.120614008	7558	NA		
NUP188	0.126281831	6987.5	NA		
NUP205	0.12226895	7378	NA		
NUP210	0.13858291	6045	NA		
NUP210L	0.076627339	13551	NA		
NUP214	0.215958787	3219	NA		
NUP35	0.127272429	6910	NA		
NUP37	0.129717038	6696	NA		
NUP50	0.120205423	7602	NA		
NUP54	0.14012859	5942	NA		
NUP62CL	0.064650307	13927	NA		
NUP85	0.094585189	11960	NA		
NUP88	0.103293737	10602	NA		
NUP93	0.10229959	10784	NA		
NUP98	0.188962449	3877	NA		
NUPL1	0.079452636	13409	NA		
NUPL2	0.107553293	9746	NA		
NUS1	0.120467969	7571	NA		
NUSAP1	0.090820296	12426	NA		
NUTF2	0.145601096	5607	NA		
NVL	0.11916359	7700	NA		
NXF1	0.160407406	4835	NA		
NXF2	0.093890016	12066	NA		
NXF3	0.085422619	12969	NA		
NXF4	0.083413298	13142	NA		
NXN	0.115887238	8130	NA		
NXNL1	0.159079762	4890	NA		
NXNL2	0.11402106	8355	NA		
NXPH2	0.108919211	9454	NA		
NXPH3	0.104202187	10445	NA		
NXT1	0.129717038	6696	NA		
NXT2	0.028892148	14130	NA		
NYX	0.238249598	2798	NA		
OAF	0.111292122	8937	NA		
OAS1	0.1898241	3856	NA		
OAS2	0.10385548	10504	NA		
OASL	0.107242618	9816	NA		
OAT	0.642485256	521	recessive		
OAZ1	0.175596564	4272	NA		
OAZ3	0.115062443	8224	NA		
OBFC1	0.091689425	12334	NA		
OBFC2A	0.085671821	12952	NA		
OBP2A	0.080210515	13374	NA		
OBSCN	0.127754997	6867	NA		
OC90	0.113247628	8448	NA		
OCA2	0.366213525	1540	recessive		
OCEL1	0.080210416	13375	NA		
OCIAD1	0.099361897	11267	NA		
OCIAD2	0.072895966	13703	NA		
OCLN	0.395452452	1362	NA		
OCM	0.162062986	4774	NA		
OCM2	0.118095035	7840.5	NA		
OCRL	0.097247814	11572	recessive		
ODC1	0.397786478	1353	NA		
ODF1	0.10958408	9309	NA		
ODF2	0.146840267	5526	NA		
ODF2L	0.083442654	13135	NA		
ODF3	0.109507315	9324	NA		
ODF3L2	0.106908107	9895	NA		
ODF4	0.08420459	13072	NA		
ODZ1	0.107838811	9689	NA		
OFD1	0.177990901	4198	NA		
OGDH	0.635580631	536	recessive		
OGDHL	0.15417856	5138	NA		
OGFOD1	0.089799238	12551	NA		
OGFOD2	0.101172124	10960	NA		
OGFR	0.112301158	8748	NA		
OGFRL1	0.074462193	13633	NA		
OGG1	0.465936326	1043	NA		
OGT	0.325539695	1824	NA		
OIP5	0.090471881	12474	NA		
OIT3	0.105224423	10223	NA		
OLA1	0.25278756	2582	NA		
OLAH	0.069037175	13824	NA		
OLFM1	0.256596753	2536	NA		
OLFM2	0.127717805	6872	NA		
OLFM3	0.122090735	7401	NA		
OLFM4	0.10441905	10403	NA		
OLFML3	0.109814988	9262	NA		
OLIG1	0.200858835	3560	NA		
OLIG2	0.359828802	1579	NA		
OLIG3	0.111469668	8896	NA		
OLR1	0.34693116	1682	NA		
OMA1	0.090876751	12421	NA		
OMD	0.176748042	4239	NA		
OMG	0.190079562	3849	NA		
ONECUT1	0.171144591	4421	NA		
ONECUT2	0.184354015	4008	NA		
OOEP	0.094156423	12029	NA		
OPA1	0.345007659	1700	NA		
OPA3	0.15819469	4923	NA		
OPALIN	0.066760424	13885	NA		
OPCML	0.184096731	4019	NA		
OPHN1	0.197057717	3653	recessive		
OPLAH	0.186210047	3942	NA		
OPN1MW	0.145455392	5613	NA		
OPN1MW2	0.144936325	5647	NA		
OPN1SW	0.328326264	1806	NA		
OPN3	0.20063919	3568	NA		
OPN4	0.179205235	4149	NA		
OPN5	0.15139812	5277	NA		
OPRD1	0.345966679	1693	NA		
OPRK1	0.24365414	2710	NA		
OPRM1	0.280499138	2238	NA		
OPTC	0.135674794	6244	NA		
OPTN	0.219989619	3151	NA		
OR10A4	0.169286851	4503	NA		
OR10A6	0.091496838	12353	NA		
OR10A7	0.090698863	12444	NA		
OR10G2	0.094589672	11959	NA		
OR10G3	0.097825904	11488	NA		
OR10G4	0.096490254	11674	NA		
OR10G7	0.089171259	12611	NA		
OR10G8	0.083043571	13177	NA		
OR10G9	0.094975761	11906	NA		
OR10H1	0.095003582	11903	NA		
OR10H2	0.107635502	9729	NA		
OR10H3	0.082786744	13199	NA		
OR10H4	0.087726514	12753	NA		
OR10H5	0.095338896	11848	NA		
OR10P1	0.103352276	10592	NA		
OR10Q1	0.075703377	13598	NA		
OR10R2	0.09467027	11951	NA		
OR10W1	0.078463576	13460	NA		
OR12D3	0.093853788	12067	NA		
OR13G1	0.107384817	9785	NA		
OR14A2	0.069069283	13822	NA		
OR14J1	0.087569062	12766.5	NA		
OR14K1	0.08133743	13304	NA		
OR1A1	0.090529153	12466	NA		
OR1A2	0.094808982	11937	NA		
OR1D2	0.087103674	12813	NA		
OR1D4	0.084606922	13041.5	NA		
OR1D5	0.084606922	13041.5	NA		
OR1E1	0.086774551	12850	NA		
OR1F1	0.095221089	11866	NA		
OR1I1	0.084752809	13029	NA		
OR1J1	0.082135912	13244	NA		
OR1L4	0.076155559	13570	NA		
OR1L6	0.081747377	13279	NA		
OR1M1	0.099711295	11211	NA		
OR1Q1	0.095776119	11782	NA		
OR1S1	0.085207092	12987	NA		
OR1S2	0.081762285	13277	NA		
OR2A4	0.081116108	13320.5	NA		
OR2A42	0.092167301	12275	NA		
OR2A7	0.081116108	13320.5	NA		
OR2AE1	0.084063017	13080	NA		
OR2AG1	0.11969217	7653	NA		
OR2AJ1	0.07697419	13535	NA		
OR2AK2	0.088238033	12708	NA		
OR2AP1	0.077528116	13509	NA		
OR2B3	0.073499025	13675	NA		
OR2D3	0.072805747	13705	NA		
OR2F1	0.083057966	13176	NA		
OR2G6	0.087373442	12786	NA		
OR2K2	0.083027106	13178	NA		
OR2L13	0.088548777	12681	NA		
OR2L2	0.086783589	12849	NA		
OR2L3	0.093156104	12157	NA		
OR2L5	0.089302652	12600	NA		
OR2L8	0.094485032	11979	NA		
OR2T1	0.073943072	13661	NA		
OR2T10	0.099035638	11314	NA		
OR2T11	0.075550459	13603	NA		
OR2T12	0.095235415	11861	NA		
OR2T2	0.103320245	10595	NA		
OR2T29	0.075830597	13588.5	NA		
OR2T33	0.093462137	12110	NA		
OR2T35	0.102655439	10719	NA		
OR2T5	0.075830597	13588.5	NA		
OR2T6	0.095067971	11893	NA		
OR2Y1	0.101161022	10962	NA		
OR3A1	0.121973721	7414.5	NA		
OR3A2	0.108600071	9517	NA		
OR3A3	0.084514228	13051	NA		
OR4A15	0.093273109	12135	NA		
OR4A47	0.086695493	12861.5	NA		
OR4A4P	0.086695493	12861.5	NA		
OR4B1	0.094089822	12043	NA		
OR4D11	0.080636716	13357	NA		
OR4D2	0.091855016	12314	NA		
OR4D5	0.087896427	12736	NA		
OR4D9	0.081787801	13272	NA		
OR4F13P	0.072699465	13710	NA		
OR4F15	0.071162991	13762	NA		
OR4F16	0.080671457	13354	NA		
OR4F17	0.067968562	13852	NA		
OR4F29	0.080671457	13354	NA		
OR4F3	0.080671457	13354	NA		
OR4F4	0.069788412	13807	NA		
OR4F5	0.071599345	13750	NA		
OR4F6	0.093697093	12086	NA		
OR4K1	0.086374499	12900	NA		
OR4K13	0.090664899	12447	NA		
OR4K14	0.063546706	13947	NA		
OR4K15	0.090605489	12455	NA		
OR4K17	0.081307702	13307	NA		
OR4K2	0.096215901	11714	NA		
OR4K5	0.074076953	13654	NA		
OR4M1	0.08778787	12742.5	NA		
OR4M2	0.081539579	13290	NA		
OR4N2	0.088556257	12679	NA		
OR4N4	0.074092241	13653	NA		
OR4N5	0.07204928	13731	NA		
OR4Q3	0.088899154	12645	NA		
OR4S2	0.095328366	11851	NA		
OR51A2	0.089512477	12585	NA		
OR51A4	0.090968555	12414	NA		
OR51A7	0.057025677	14021	NA		
OR51E1	0.11227081	8756	NA		
OR51E2	0.111960853	8800	NA		
OR51G2	0.084215143	13069	NA		
OR51M1	0.084204707	13071	NA		
OR51S1	0.084993203	13012	NA		
OR51T1	0.087398313	12782	NA		
OR52A1	0.088341462	12699	NA		
OR52A5	0.097172936	11588	NA		
OR52B6	0.077223203	13522	NA		
OR52E2	0.089112851	12621	NA		
OR52E4	0.068953883	13828	NA		
OR52E6	0.054317483	14038	NA		
OR52J3	0.088626929	12670	NA		
OR52K1	0.086556172	12879.5	NA		
OR52K2	0.089560985	12579	NA		
OR52M1	0.083443276	13134	NA		
OR52N2	0.048105899	14074	NA		
OR52N5	0.075735601	13596	NA		
OR52W1	0.054912954	14034	NA		
OR56A1	0.088236613	12709	NA		
OR5A1	0.100521253	11054	NA		
OR5A2	0.097864405	11485	NA		
OR5AN1	0.094811258	11936	NA		
OR5AP2	0.097277456	11565	NA		
OR5AU1	0.095233704	11862	NA		
OR5B2	0.094394704	11993	NA		
OR5B3	0.078882029	13443	NA		
OR5C1	0.08976066	12553	NA		
OR5D13	0.087547144	12769	NA		
OR5D14	0.086671502	12870	NA		
OR5F1	0.092985248	12183	NA		
OR5H2	0.084563752	13045	NA		
OR5I1	0.087227807	12802	NA		
OR5K1	0.092961244	12190	NA		
OR5K2	0.087670315	12760	NA		
OR5L1	0.091523988	12350	NA		
OR5L2	0.090388337	12488	NA		
OR5M3	0.091707011	12331	NA		
OR5P2	0.095489859	11828	NA		
OR5T3	0.083934324	13096	NA		
OR5W2	0.069231912	13817	NA		
OR6B2	0.09850995	11384	NA		
OR6B3	0.099575757	11233	NA		
OR6C2	0.11295559	8502	NA		
OR6C3	0.10647453	9988	NA		
OR6F1	0.081043771	13328	NA		
OR6J1	0.072124161	13728.5	NA		
OR6K3	0.096810444	11640	NA		
OR6K6	0.064306682	13935	NA		
OR6M1	0.090496158	12470	NA		
OR6N1	0.085544693	12964	NA		
OR6N2	0.082467728	13222	NA		
OR6P1	0.090555382	12463	NA		
OR6X1	0.087147143	12811	NA		
OR6Y1	0.087244733	12801	NA		
OR7C2	0.096974035	11615	NA		
OR7D2	0.094732383	11942	NA		
OR7D4	0.081180165	13314	NA		
OR8A1	0.093116904	12163	NA		
OR8B12	0.090307818	12500	NA		
OR8B3	0.083949312	13094	NA		
