pathway	source	ensembl_ids
wnt signaling pathway	BioCarta	ENSG00000107984,ENSG00000112033,ENSG00000115718,ENSG00000135341,ENSG00000168036,ENSG00000087095,ENSG00000125084,ENSG00000155011,ENSG00000165879,ENSG00000157240,ENSG00000005339,ENSG00000156076,ENSG00000254598,ENSG00000159692,ENSG00000103126,ENSG00000196781,ENSG00000140807,ENSG00000166167,ENSG00000101266,ENSG00000116478,ENSG00000145506,ENSG00000070018,ENSG00000107404,ENSG00000110092,ENSG00000082701,ENSG00000100324,ENSG00000136997,ENSG00000112640,ENSG00000131650,ENSG00000141646,ENSG00000135100
Proteoglycan syndecan-mediated signaling events	PID	ENSG00000169439,ENSG00000162512,ENSG00000124145,ENSG00000115884
transcription factor creb and its extracellular signals	BioCarta	ENSG00000114302,ENSG00000165059,ENSG00000070808,ENSG00000160691,ENSG00000145349,ENSG00000142208,ENSG00000166501,ENSG00000100784,ENSG00000102882,ENSG00000087460,ENSG00000177885,ENSG00000148660,ENSG00000005249,ENSG00000058404,ENSG00000115904,ENSG00000100030,ENSG00000174775,ENSG00000188191,ENSG00000112062,ENSG00000154229,ENSG00000108946,ENSG00000121879,ENSG00000142875,ENSG00000145675,ENSG00000140992,ENSG00000118260,ENSG00000117676
tumor suppressor arf inhibits ribosomal biogenesis	BioCarta	ENSG00000213946,ENSG00000104825,ENSG00000139687,ENSG00000097007,ENSG00000147889,ENSG00000186184,ENSG00000142208,ENSG00000204389,ENSG00000204388,ENSG00000136238,ENSG00000171453,ENSG00000077721,ENSG00000135679,ENSG00000149311,ENSG00000121879,ENSG00000080824,ENSG00000145675,ENSG00000122691,ENSG00000125630,ENSG00000141510,ENSG00000136997,ENSG00000121068,ENSG00000101412,ENSG00000068654
FMO oxidizes nucleophiles	Reactome	ENSG00000010932,ENSG00000094963,ENSG00000007933
Unfolded Protein Response	Reactome	ENSG00000178607,ENSG00000044574,ENSG00000134001,ENSG00000140943,ENSG00000172071,ENSG00000012174,ENSG00000118217
superpathway of melatonin degradation	HumanCyc	ENSG00000165841,ENSG00000186377,ENSG00000189221,ENSG00000196502,ENSG00000167600,ENSG00000138061,ENSG00000109181,ENSG00000213759,ENSG00000127948,ENSG00000155016,ENSG00000140505,ENSG00000255974,ENSG00000197165
spliceosomal assembly	BioCarta	ENSG00000125870,ENSG00000077312,ENSG00000161547,ENSG00000104852,ENSG00000160201,ENSG00000124562,ENSG00000063244,ENSG00000131876
adp-ribosylation factor	BioCarta	ENSG00000107862,ENSG00000047365,ENSG00000124198,ENSG00000122218,ENSG00000116701,ENSG00000101199,ENSG00000100852,ENSG00000066777,ENSG00000175416,ENSG00000153317,ENSG00000100055,ENSG00000105438,ENSG00000112293,ENSG00000143761,ENSG00000186635,ENSG00000136240,ENSG00000017797,ENSG00000175220,ENSG00000100196,ENSG00000089820,ENSG00000242247,ENSG00000047648,ENSG00000108669,ENSG00000128656,ENSG00000151693,ENSG00000008256,ENSG00000122705,ENSG00000105443
polyadenylation of mrna	BioCarta	ENSG00000160917,ENSG00000119203,ENSG00000071894,ENSG00000101138,ENSG00000090060,ENSG00000101811,ENSG00000100836,ENSG00000165934,ENSG00000176102
chromatin remodeling by hswi/snf atp-dependent complexes	BioCarta	ENSG00000122034,ENSG00000073584,ENSG00000125651,ENSG00000153767,ENSG00000099956,ENSG00000113580,ENSG00000196712,ENSG00000137947,ENSG00000165417,ENSG00000117713,ENSG00000181222,ENSG00000127616,ENSG00000139613,ENSG00000173473,ENSG00000075624,ENSG00000066117
sumoylation by ranbp2 regulates transcriptional repression	BioCarta	ENSG00000116478,ENSG00000033800,ENSG00000094631,ENSG00000153201,ENSG00000048052,ENSG00000078043,ENSG00000132182,ENSG00000068024,ENSG00000124789,ENSG00000126883,ENSG00000132341,ENSG00000116030,ENSG00000213024,ENSG00000135679
erythropoietin mediated neuroprotection through nf-kb	BioCarta	ENSG00000177606,ENSG00000130427,ENSG00000100906,ENSG00000121022,ENSG00000187266,ENSG00000118260,ENSG00000100393,ENSG00000096968,ENSG00000124762,ENSG00000143437,ENSG00000173039,ENSG00000100644,ENSG00000112096
estrogen responsive protein efp controls cell cycle and breast tumors growth	BioCarta	ENSG00000105810,ENSG00000091831,ENSG00000250506,ENSG00000134058,ENSG00000141510,ENSG00000132964,ENSG00000157456,ENSG00000175793,ENSG00000135446,ENSG00000198742,ENSG00000123374,ENSG00000170312,ENSG00000121060,ENSG00000164885,ENSG00000134057
Early Phase of HIV Life Cycle	PID	ENSG00000105486,ENSG00000168496,ENSG00000196262,ENSG00000198618
Mitochondrial transcription initiation	Reactome	ENSG00000099821,ENSG00000108064,ENSG00000162851
lissencephaly gene (lis1) in neuronal migration and development	BioCarta	ENSG00000204843,ENSG00000097007,ENSG00000115423,ENSG00000114841,ENSG00000254598,ENSG00000175203,ENSG00000130779,ENSG00000166579,ENSG00000158486,ENSG00000189056,ENSG00000157193,ENSG00000007168,ENSG00000137100,ENSG00000104671,ENSG00000039139,ENSG00000101266,ENSG00000164885,ENSG00000088986,ENSG00000176749,ENSG00000124721
anthrax toxin mechanism of action	BioCarta	ENSG00000126934,ENSG00000169032
p38 mapk signaling pathway	BioCarta	ENSG00000116604,ENSG00000125952,ENSG00000170890,ENSG00000100784,ENSG00000197442,ENSG00000118260,ENSG00000174775,ENSG00000108984,ENSG00000089022,ENSG00000106211,ENSG00000162889,ENSG00000112062,ENSG00000126767,ENSG00000175197,ENSG00000064489,ENSG00000163041,ENSG00000115415,ENSG00000006432,ENSG00000070831,ENSG00000115966,ENSG00000213999,ENSG00000095015,ENSG00000079277,ENSG00000205581,ENSG00000177463,ENSG00000136997,ENSG00000068305,ENSG00000136238,ENSG00000132475,ENSG00000065559,ENSG00000081189
regulation of eif-4e and p70s6 kinase	BioCarta	ENSG00000113575,ENSG00000198793,ENSG00000005882,ENSG00000013275,ENSG00000259384,ENSG00000108443,ENSG00000161960,ENSG00000166501,ENSG00000102882,ENSG00000112964,ENSG00000100030,ENSG00000142208,ENSG00000112062,ENSG00000154229,ENSG00000070756,ENSG00000121879,ENSG00000114867,ENSG00000136488,ENSG00000145675,ENSG00000079277,ENSG00000187840,ENSG00000140992,ENSG00000151247,ENSG00000171862,ENSG00000169047
lectin induced complement pathway	BioCarta	ENSG00000112936,ENSG00000009724,ENSG00000127241,ENSG00000166278,ENSG00000106804,ENSG00000021852,ENSG00000113600,ENSG00000157131,ENSG00000125730,ENSG00000165471,ENSG00000176919,ENSG00000039537
melanocyte development and pigmentation pathway	BioCarta	ENSG00000157404,ENSG00000126934,ENSG00000187098,ENSG00000100030,ENSG00000100393,ENSG00000171791,ENSG00000174775,ENSG00000169032,ENSG00000118260,ENSG00000117676,ENSG00000102882,ENSG00000132155,ENSG00000049130
tnfr2 signaling pathway	BioCarta	ENSG00000006062,ENSG00000100906,ENSG00000131323,ENSG00000137275,ENSG00000028137,ENSG00000118503,ENSG00000056558,ENSG00000173039,ENSG00000226979,ENSG00000127191,ENSG00000095015,ENSG00000136560
rna polymerase iii transcription	BioCarta	ENSG00000185024,ENSG00000077235,ENSG00000119041,ENSG00000113580,ENSG00000125484,ENSG00000145734,ENSG00000148308
GDP-L-fucose biosynthesis II (from L-fucose)	HumanCyc	ENSG00000254685,ENSG00000157353
ifn gamma signaling pathway	BioCarta	ENSG00000162434,ENSG00000115415,ENSG00000027697,ENSG00000111537,ENSG00000096968
il-7 signal transduction	BioCarta	ENSG00000005339,ENSG00000173757,ENSG00000010810,ENSG00000121879,ENSG00000100393,ENSG00000171791,ENSG00000005961,ENSG00000162434,ENSG00000105639,ENSG00000182866,ENSG00000145675,ENSG00000147168,ENSG00000120899,ENSG00000123609,ENSG00000126561
hemoglobins chaperone	BioCarta	ENSG00000206172,ENSG00000148218,ENSG00000244734,ENSG00000188536,ENSG00000256269,ENSG00000023330,ENSG00000188690,ENSG00000158578,ENSG00000066926,ENSG00000080819,ENSG00000126088,ENSG00000169877,ENSG00000102145
Mitochondrial transcription termination	Reactome	ENSG00000127989
Transcription from mitochondrial promoters	Reactome	ENSG00000127989,ENSG00000108064,ENSG00000099821,ENSG00000162851
RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	Reactome	ENSG00000111358,ENSG00000197061,ENSG00000197914,ENSG00000196374,ENSG00000147862,ENSG00000163882,ENSG00000124635,ENSG00000125484,ENSG00000127989,ENSG00000145734,ENSG00000125482,ENSG00000162851,ENSG00000198558,ENSG00000134480,ENSG00000184348,ENSG00000183941,ENSG00000100413,ENSG00000099817,ENSG00000143190,ENSG00000104976,ENSG00000158406,ENSG00000163161,ENSG00000158373,ENSG00000182217,ENSG00000121851,ENSG00000103168,ENSG00000198082,ENSG00000124529,ENSG00000183558,ENSG00000196890,ENSG00000185130,ENSG00000125630,ENSG00000141905,ENSG00000186141,ENSG00000164032,ENSG00000187990,ENSG00000137259,ENSG00000115750,ENSG00000233822,ENSG00000188486,ENSG00000177700,ENSG00000138385,ENSG00000196966,ENSG00000110768,ENSG00000108064,ENSG00000185024,ENSG00000186184,ENSG00000188987,ENSG00000225830,ENSG00000203812,ENSG00000203813,ENSG00000100142,ENSG00000203811,ENSG00000145736,ENSG00000115207,ENSG00000196176,ENSG00000256018,ENSG00000147669,ENSG00000162599,ENSG00000058600,ENSG00000197459,ENSG00000197846,ENSG00000124693,ENSG00000213780,ENSG00000168274,ENSG00000143498,ENSG00000068654,ENSG00000174446,ENSG00000148308,ENSG00000180596,ENSG00000196866,ENSG00000182611,ENSG00000013503,ENSG00000184260,ENSG00000020426,ENSG00000108312,ENSG00000168242,ENSG00000134046,ENSG00000256316,ENSG00000104221,ENSG00000198518,ENSG00000122565,ENSG00000077235,ENSG00000132664,ENSG00000008441,ENSG00000085721,ENSG00000197903,ENSG00000166478,ENSG00000198339,ENSG00000165684,ENSG00000183598,ENSG00000119041,ENSG00000204371,ENSG00000114166,ENSG00000023608,ENSG00000184678,ENSG00000132475,ENSG00000108773,ENSG00000164975,ENSG00000197153,ENSG00000161980,ENSG00000099821,ENSG00000104884,ENSG00000113356,ENSG00000234289,ENSG00000102882,ENSG00000182572,ENSG00000197697,ENSG00000146047,ENSG00000134058,ENSG00000148606,ENSG00000112592,ENSG00000168495,ENSG00000185978,ENSG00000196331,ENSG00000197238,ENSG00000197409,ENSG00000171453,ENSG00000198366,ENSG00000203852,ENSG00000163041,ENSG00000198307,ENSG00000198327,ENSG00000061337,ENSG00000177469,ENSG00000196226,ENSG00000197837,ENSG00000122034,ENSG00000196532,ENSG00000180573
Transcription	Reactome	ENSG00000143498,ENSG00000111358,ENSG00000197061,ENSG00000197914,ENSG00000225830,ENSG00000181817,ENSG00000147862,ENSG00000125835,ENSG00000124635,ENSG00000100836,ENSG00000138385,ENSG00000127989,ENSG00000185049,ENSG00000145734,ENSG00000139343,ENSG00000145736,ENSG00000188342,ENSG00000101138,ENSG00000134480,ENSG00000184348,ENSG00000187735,ENSG00000136807,ENSG00000183941,ENSG00000185978,ENSG00000100413,ENSG00000148835,ENSG00000105258,ENSG00000099817,ENSG00000185130,ENSG00000143190,ENSG00000125630,ENSG00000133226,ENSG00000165494,ENSG00000163161,ENSG00000113356,ENSG00000158373,ENSG00000047315,ENSG00000182217,ENSG00000121851,ENSG00000103168,ENSG00000198327,ENSG00000197697,ENSG00000116754,ENSG00000124529,ENSG00000183558,ENSG00000196890,ENSG00000102882,ENSG00000104976,ENSG00000163882,ENSG00000141905,ENSG00000186141,ENSG00000164032,ENSG00000119203,ENSG00000187990,ENSG00000140307,ENSG00000197265,ENSG00000137947,ENSG00000137259,ENSG00000102978,ENSG00000149532,ENSG00000116350,ENSG00000147133,ENSG00000100650,ENSG00000103363,ENSG00000115750,ENSG00000161547,ENSG00000233822,ENSG00000124193,ENSG00000188486,ENSG00000177700,ENSG00000181222,ENSG00000063244,ENSG00000198558,ENSG00000005075,ENSG00000196966,ENSG00000155858,ENSG00000110768,ENSG00000143977,ENSG00000111880,ENSG00000204371,ENSG00000131795,ENSG00000188986,ENSG00000188987,ENSG00000196374,ENSG00000203812,ENSG00000203813,ENSG00000100142,ENSG00000203811,ENSG00000101158,ENSG00000125482,ENSG00000115207,ENSG00000101654,ENSG00000149136,ENSG00000165934,ENSG00000064995,ENSG00000256018,ENSG00000125351,ENSG00000147669,ENSG00000085231,ENSG00000166337,ENSG00000130699,ENSG00000090060,ENSG00000122034,ENSG00000112081,ENSG00000162599,ENSG00000136937,ENSG00000120656,ENSG00000230409,ENSG00000108064,ENSG00000058600,ENSG00000197459,ENSG00000197846,ENSG00000124693,ENSG00000213780,ENSG00000168274,ENSG00000164975,ENSG00000204356,ENSG00000129315,ENSG00000148308,ENSG00000068654,ENSG00000100028,ENSG00000174446,ENSG00000153767,ENSG00000086102,ENSG00000071894,ENSG00000158406,ENSG00000180596,ENSG00000196866,ENSG00000182611,ENSG00000013503,ENSG00000172409,ENSG00000197780,ENSG00000182004,ENSG00000020426,ENSG00000108312,ENSG00000168242,ENSG00000134046,ENSG00000256316,ENSG00000101811,ENSG00000114503,ENSG00000104221,ENSG00000198518,ENSG00000122565,ENSG00000077235,ENSG00000162385,ENSG00000140829,ENSG00000132664,ENSG00000106290,ENSG00000060069,ENSG00000205937,ENSG00000008441,ENSG00000085721,ENSG00000197903,ENSG00000166478,ENSG00000198339,ENSG00000165684,ENSG00000183598,ENSG00000125484,ENSG00000168002,ENSG00000119041,ENSG00000023608,ENSG00000213246,ENSG00000114166,ENSG00000011007,ENSG00000160201,ENSG00000184678,ENSG00000132475,ENSG00000142528,ENSG00000108773,ENSG00000111786,ENSG00000197153,ENSG00000161980,ENSG00000099821,ENSG00000104884,ENSG00000092201,ENSG00000105656,ENSG00000115875,ENSG00000154582,ENSG00000234289,ENSG00000082258,ENSG00000182572,ENSG00000162851,ENSG00000176102,ENSG00000196235,ENSG00000141384,ENSG00000134058,ENSG00000148606,ENSG00000112592,ENSG00000168495,ENSG00000183684,ENSG00000196331,ENSG00000197238,ENSG00000197409,ENSG00000171453,ENSG00000198366,ENSG00000203852,ENSG00000163041,ENSG00000185024,ENSG00000196176,ENSG00000198307,ENSG00000125651,ENSG00000168438,ENSG00000180573,ENSG00000165417,ENSG00000198082,ENSG00000061337,ENSG00000177469,ENSG00000144231,ENSG00000167005,ENSG00000196226,ENSG00000196532,ENSG00000197837,ENSG00000146047,ENSG00000184260,ENSG00000136450,ENSG00000163950,ENSG00000186184
proteasome complex	BioCarta	ENSG00000130985,ENSG00000041357,ENSG00000108671,ENSG00000108294,ENSG00000100567,ENSG00000106588,ENSG00000163902,ENSG00000129084,ENSG00000077721,ENSG00000159377,ENSG00000100902,ENSG00000100804,ENSG00000008018,ENSG00000101182,ENSG00000108344,ENSG00000143106,ENSG00000136930,ENSG00000114062,ENSG00000142507,ENSG00000126067,ENSG00000159352,ENSG00000118705,ENSG00000115233,ENSG00000197170
role of mitochondria in apoptotic signaling	BioCarta	ENSG00000023445,ENSG00000030110,ENSG00000110330,ENSG00000087088,ENSG00000171791,ENSG00000184047,ENSG00000172115,ENSG00000100290,ENSG00000171552,ENSG00000156709,ENSG00000120868,ENSG00000132906,ENSG00000015475
nitric oxide signaling pathway	BioCarta	ENSG00000105464,ENSG00000154229,ENSG00000165059,ENSG00000107758,ENSG00000108946,ENSG00000114302,ENSG00000120910,ENSG00000183454,ENSG00000176884,ENSG00000142875,ENSG00000089250,ENSG00000132535,ENSG00000273079,ENSG00000166501,ENSG00000188191,ENSG00000005249,ENSG00000161509,ENSG00000138814,ENSG00000150086,ENSG00000058404
tsp-1 induced apoptosis in microvascular endothelial cell	BioCarta	ENSG00000010810,ENSG00000145649,ENSG00000164305,ENSG00000170345,ENSG00000112062,ENSG00000135218,ENSG00000177606
angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling	BioCarta	ENSG00000116604,ENSG00000146648,ENSG00000107643,ENSG00000160691,ENSG00000058404,ENSG00000166501,ENSG00000102882,ENSG00000177885,ENSG00000120899,ENSG00000177606,ENSG00000144891,ENSG00000100030,ENSG00000050820,ENSG00000174775,ENSG00000169032,ENSG00000149269,ENSG00000170345,ENSG00000126767,ENSG00000064489,ENSG00000156052,ENSG00000197122,ENSG00000115904,ENSG00000154229,ENSG00000124181,ENSG00000115966,ENSG00000213999,ENSG00000095015,ENSG00000132155,ENSG00000099942,ENSG00000126934,ENSG00000068305,ENSG00000136238,ENSG00000135744,ENSG00000065559,ENSG00000081189
Displacement of DNA glycosylase by  APE1	Reactome	ENSG00000100823,ENSG00000114026,ENSG00000139372,ENSG00000132781,ENSG00000065057,ENSG00000123415,ENSG00000152669,ENSG00000129071,ENSG00000103152
Base-free sugar-phosphate removal via the single-nucleotide replacement pathway	Reactome	ENSG00000100823,ENSG00000114026,ENSG00000139372,ENSG00000132781,ENSG00000065057,ENSG00000123415,ENSG00000152669,ENSG00000129071,ENSG00000103152,ENSG00000070501
Resolution of AP sites via the single-nucleotide replacement pathway	Reactome	ENSG00000100823,ENSG00000114026,ENSG00000139372,ENSG00000132781,ENSG00000065057,ENSG00000073050,ENSG00000123415,ENSG00000152669,ENSG00000129071,ENSG00000005156,ENSG00000103152,ENSG00000070501
il-2 receptor beta chain in t cell activation	BioCarta	ENSG00000132646,ENSG00000100385,ENSG00000173757,ENSG00000126934,ENSG00000117560,ENSG00000162434,ENSG00000196262,ENSG00000198176,ENSG00000160691,ENSG00000171791,ENSG00000108443,ENSG00000174775,ENSG00000110092,ENSG00000102882,ENSG00000177885,ENSG00000126561,ENSG00000139687,ENSG00000134480,ENSG00000100030,ENSG00000142208,ENSG00000169032,ENSG00000123609,ENSG00000170345,ENSG00000132155,ENSG00000133101,ENSG00000112576,ENSG00000121879,ENSG00000115904,ENSG00000105173,ENSG00000161405,ENSG00000026103,ENSG00000171552,ENSG00000185338,ENSG00000110395,ENSG00000145675,ENSG00000111679,ENSG00000118971,ENSG00000109471,ENSG00000147168,ENSG00000134460,ENSG00000140992,ENSG00000184557,ENSG00000198618,ENSG00000099942,ENSG00000101412,ENSG00000105639,ENSG00000169047,ENSG00000134057
endocytotic role of ndk phosphins and dynamin	BioCarta	ENSG00000106976,ENSG00000107758,ENSG00000120910,ENSG00000073921,ENSG00000159082,ENSG00000243678,ENSG00000085832,ENSG00000196961,ENSG00000063245,ENSG00000078269,ENSG00000011052,ENSG00000239672,ENSG00000161203,ENSG00000136717,ENSG00000110934,ENSG00000138814,ENSG00000058404
tpo signaling pathway	BioCarta	ENSG00000173757,ENSG00000117400,ENSG00000160691,ENSG00000145675,ENSG00000166501,ENSG00000145715,ENSG00000102882,ENSG00000177885,ENSG00000126561,ENSG00000090534,ENSG00000174775,ENSG00000096968,ENSG00000169032,ENSG00000170345,ENSG00000168610,ENSG00000132155,ENSG00000154229,ENSG00000177606,ENSG00000115415,ENSG00000115904,ENSG00000254598,ENSG00000124181,ENSG00000121879,ENSG00000101266,ENSG00000126767
akt signaling pathway	BioCarta	ENSG00000113575,ENSG00000100906,ENSG00000121879,ENSG00000184481,ENSG00000117560,ENSG00000140992,ENSG00000080824,ENSG00000259384,ENSG00000142208,ENSG00000213341,ENSG00000173039,ENSG00000136488,ENSG00000150907,ENSG00000145675,ENSG00000112964,ENSG00000002330,ENSG00000118689,ENSG00000128245,ENSG00000132906
downregulated of mta-3 in er-negative breast tumors	BioCarta	ENSG00000124216,ENSG00000117984,ENSG00000019549,ENSG00000243910,ENSG00000091831,ENSG00000185669,ENSG00000075886,ENSG00000174827,ENSG00000149925,ENSG00000111640,ENSG00000167552,ENSG00000167553,ENSG00000039068,ENSG00000196208,ENSG00000198033,ENSG00000106211,ENSG00000071655,ENSG00000057935,ENSG00000183785,ENSG00000116478,ENSG00000127824
phospholipase c signaling pathway	BioCarta	ENSG00000145675,ENSG00000140992,ENSG00000182621,ENSG00000124181,ENSG00000121879
ras signaling pathway	BioCarta	ENSG00000017797,ENSG00000171552,ENSG00000184481,ENSG00000115904,ENSG00000067560,ENSG00000160271,ENSG00000121879,ENSG00000174775,ENSG00000075651,ENSG00000142208,ENSG00000070831,ENSG00000213341,ENSG00000136238,ENSG00000140992,ENSG00000145675,ENSG00000002330,ENSG00000132155,ENSG00000132906,ENSG00000141968,ENSG00000006451
cxcr4 signaling pathway	BioCarta	ENSG00000127955,ENSG00000139144,ENSG00000121966,ENSG00000124181,ENSG00000121879,ENSG00000174775,ENSG00000078369,ENSG00000107562,ENSG00000145675,ENSG00000127928,ENSG00000156052
p53 signaling pathway	BioCarta	ENSG00000139687,ENSG00000132646,ENSG00000101412,ENSG00000141510,ENSG00000105173,ENSG00000100234,ENSG00000171791,ENSG00000116717,ENSG00000110092,ENSG00000124762,ENSG00000135446,ENSG00000123374,ENSG00000135679
Abnormal metabolism in phenylketonuria	Reactome	ENSG00000204673,ENSG00000171759,ENSG00000171097,ENSG00000213024,ENSG00000104951,ENSG00000111716
reversal of insulin resistance by leptin	BioCarta	ENSG00000162409,ENSG00000132142,ENSG00000174697,ENSG00000106617,ENSG00000111725,ENSG00000131791,ENSG00000181929,ENSG00000116678,ENSG00000132356
regulation of map kinase pathways through dual specificity phosphatases	BioCarta	ENSG00000107643,ENSG00000120129,ENSG00000184545,ENSG00000130829,ENSG00000158050,ENSG00000102882,ENSG00000112062,ENSG00000139318,ENSG00000120875
cdc25 and chk1 regulatory pathway in response to dna damage	BioCarta	ENSG00000170312,ENSG00000166483,ENSG00000149554,ENSG00000149311,ENSG00000196132,ENSG00000058335,ENSG00000128245
cell cycle: g1/s check point	BioCarta	ENSG00000170312,ENSG00000198176,ENSG00000105329,ENSG00000139687,ENSG00000097007,ENSG00000147883,ENSG00000164045,ENSG00000147889,ENSG00000111276,ENSG00000228716,ENSG00000124762,ENSG00000149311,ENSG00000133101,ENSG00000105173,ENSG00000175054,ENSG00000135446,ENSG00000123374,ENSG00000116478,ENSG00000141510,ENSG00000110092,ENSG00000082701,ENSG00000105810,ENSG00000101412,ENSG00000141646,ENSG00000166949
overview of telomerase rna component gene hterc transcriptional regulation	BioCarta	ENSG00000139687,ENSG00000120837,ENSG00000200182,ENSG00000185591,ENSG00000066136,ENSG00000001167,ENSG00000172845,ENSG00000270141
atm signaling pathway	BioCarta	ENSG00000097007,ENSG00000100906,ENSG00000213689,ENSG00000107643,ENSG00000141510,ENSG00000149554,ENSG00000078900,ENSG00000051180,ENSG00000175054,ENSG00000116717,ENSG00000183765,ENSG00000012048,ENSG00000149311,ENSG00000173039,ENSG00000101773,ENSG00000135679,ENSG00000132383,ENSG00000177606
Formation of annular gap junctions	Reactome	ENSG00000152661,ENSG00000106976,ENSG00000141367,ENSG00000070371,ENSG00000079805,ENSG00000161203,ENSG00000122705,ENSG00000175416,ENSG00000153071
Gap junction degradation	Reactome	ENSG00000152661,ENSG00000153071,ENSG00000141367,ENSG00000070371,ENSG00000196586,ENSG00000161203,ENSG00000122705,ENSG00000175416,ENSG00000106976,ENSG00000079805
Gap junction trafficking	Reactome	ENSG00000106976,ENSG00000152661,ENSG00000153071,ENSG00000141367,ENSG00000070371,ENSG00000169562,ENSG00000196586,ENSG00000161203,ENSG00000122705,ENSG00000175416,ENSG00000165474,ENSG00000079805
role of nicotinic acetylcholine receptors in the regulation of apoptosis	BioCarta	ENSG00000164362,ENSG00000196811,ENSG00000118689,ENSG00000197122,ENSG00000117560,ENSG00000169398,ENSG00000140992,ENSG00000121879,ENSG00000142208,ENSG00000030304,ENSG00000165917,ENSG00000145675,ENSG00000188157,ENSG00000002330,ENSG00000170175,ENSG00000128245,ENSG00000120899
Synthesis of pyrophosphates in the cytosol	Reactome	ENSG00000196368,ENSG00000176095,ENSG00000272325,ENSG00000161896,ENSG00000173598,ENSG00000127080,ENSG00000100605,ENSG00000168781,ENSG00000122824,ENSG00000112664,ENSG00000145725
pdgf signaling pathway	BioCarta	ENSG00000134853,ENSG00000107643,ENSG00000162434,ENSG00000160691,ENSG00000145675,ENSG00000166501,ENSG00000145715,ENSG00000102882,ENSG00000177885,ENSG00000177606,ENSG00000197461,ENSG00000174775,ENSG00000169032,ENSG00000170345,ENSG00000168610,ENSG00000132155,ENSG00000154229,ENSG00000112658,ENSG00000115415,ENSG00000115904,ENSG00000254598,ENSG00000124181,ENSG00000121879,ENSG00000101266,ENSG00000095015,ENSG00000126767,ENSG00000065559
phospholipids as signalling intermediaries	BioCarta	ENSG00000134853,ENSG00000126934,ENSG00000169398,ENSG00000160691,ENSG00000174775,ENSG00000166501,ENSG00000102882,ENSG00000177885,ENSG00000100030,ENSG00000078369,ENSG00000197461,ENSG00000142208,ENSG00000169032,ENSG00000138448,ENSG00000166311,ENSG00000132155,ENSG00000154229,ENSG00000127955,ENSG00000153820,ENSG00000197122,ENSG00000115904,ENSG00000121879,ENSG00000170989,ENSG00000145675,ENSG00000164742,ENSG00000139144,ENSG00000140992,ENSG00000176170,ENSG00000259207,ENSG00000136238,ENSG00000135587,ENSG00000104763,ENSG00000127928
yaci and bcma stimulation of b cell immune responses	BioCarta	ENSG00000131323,ENSG00000240505,ENSG00000161955,ENSG00000102524,ENSG00000175104,ENSG00000082512,ENSG00000127191,ENSG00000048462
Senescence-Associated Secretory Phenotype (SASP)	Reactome	ENSG00000197061,ENSG00000197914,ENSG00000175063,ENSG00000124635,ENSG00000198558,ENSG00000184348,ENSG00000150991,ENSG00000100030,ENSG00000183941,ENSG00000196176,ENSG00000158373,ENSG00000182217,ENSG00000198327,ENSG00000197409,ENSG00000135446,ENSG00000124529,ENSG00000183558,ENSG00000196890,ENSG00000185130,ENSG00000164032,ENSG00000187990,ENSG00000196866,ENSG00000137259,ENSG00000170315,ENSG00000170142,ENSG00000233822,ENSG00000188486,ENSG00000176386,ENSG00000004897,ENSG00000196966,ENSG00000102882,ENSG00000147883,ENSG00000169429,ENSG00000147889,ENSG00000111276,ENSG00000188987,ENSG00000196374,ENSG00000221983,ENSG00000203812,ENSG00000203813,ENSG00000203811,ENSG00000172216,ENSG00000256018,ENSG00000123374,ENSG00000143947,ENSG00000197459,ENSG00000197697,ENSG00000124693,ENSG00000168274,ENSG00000123080,ENSG00000166484,ENSG00000196510,ENSG00000158406,ENSG00000180596,ENSG00000163453,ENSG00000176248,ENSG00000182611,ENSG00000105325,ENSG00000072401,ENSG00000177606,ENSG00000071242,ENSG00000184260,ENSG00000181090,ENSG00000168242,ENSG00000256316,ENSG00000136244,ENSG00000198518,ENSG00000133101,ENSG00000197903,ENSG00000198339,ENSG00000183598,ENSG00000204371,ENSG00000184678,ENSG00000132475,ENSG00000053900,ENSG00000197153,ENSG00000130177,ENSG00000234289,ENSG00000182572,ENSG00000197846,ENSG00000164162,ENSG00000197837,ENSG00000153107,ENSG00000145386,ENSG00000124762,ENSG00000185978,ENSG00000196331,ENSG00000197238,ENSG00000170345,ENSG00000198366,ENSG00000203852,ENSG00000163041,ENSG00000177189,ENSG00000198307,ENSG00000198082,ENSG00000196226,ENSG00000094880,ENSG00000146047,ENSG00000105810,ENSG00000129355,ENSG00000141552,ENSG00000117676,ENSG00000196532,ENSG00000180573
